Gene_Name,Drug_ID,Indication_Name,Phase
FGFR3,CHEMBL274654,neoplasm,PHASE_1
FGFR3,CHEMBL52885,neoplasm,PHASE_1
FGFR3,CHEMBL52885,cancer,PHASE_1
FGFR3,CHEMBL3963485,neoplasm,PHASE_1
FGFR3,CHEMBL3963485,breast cancer,PHASE_1
FGFR3,CHEMBL4297848,urothelial carcinoma,PHASE_1
FGFR3,CHEMBL4297848,multiple myeloma,PHASE_1
FGFR3,CHEMBL4297848,neoplasm,PHASE_1
FGFR3,CHEMBL482968,cancer,PHASE_1
FGFR3,CHEMBL482968,multiple myeloma,PHASE_1
FGFR3,CHEMBL482968,lymphoid neoplasm,PHASE_1
FGFR3,CHEMBL5314391,cancer,PHASE_1
FGFR3,CHEMBL3348846,cancer,PHASE_1
FGFR3,CHEMBL3545376,hepatocellular carcinoma,PHASE_1_2
FGFR3,CHEMBL3701238,multiple myeloma,PHASE_1_2
FGFR3,CHEMBL1852688,gastrointestinal stromal tumor,PHASE_1_2
FGFR3,CHEMBL1852688,renal pelvis/ureter urothelial carcinoma,PHASE_1_2
FGFR3,CHEMBL502835,pancreatic carcinoma,PHASE_1_2
FGFR3,CHEMBL502835,lung adenocarcinoma,PHASE_1_2
FGFR3,CHEMBL477772,corneal neovascularization,PHASE_1_2
FGFR3,CHEMBL477772,urinary bladder carcinoma,PHASE_1_2
FGFR3,CHEMBL477772,glioblastoma multiforme,PHASE_1_2
FGFR3,CHEMBL522892,melanoma,PHASE_1_2
FGFR3,CHEMBL4297187,neoplasm,PHASE_1_2
FGFR3,CHEMBL4650297,neoplasm,PHASE_1_2
FGFR3,CHEMBL3348846,Paraganglioma,PHASE_1_2
FGFR3,CHEMBL3907479,breast cancer,PHASE_1_2
FGFR3,CHEMBL1201733,gliosarcoma,PHASE_2
FGFR3,CHEMBL1201733,adult glioblastoma,PHASE_2
FGFR3,CHEMBL1201733,mesothelioma,PHASE_2
FGFR3,CHEMBL1201733,breast cancer,PHASE_2
FGFR3,CHEMBL1201733,melanoma,PHASE_2
FGFR3,CHEMBL1201733,cutaneous melanoma,PHASE_2
FGFR3,CHEMBL1201733,Uterine Carcinosarcoma,PHASE_2
FGFR3,CHEMBL1201733,von Hippel-Lindau disease,PHASE_2
FGFR3,CHEMBL3686884,cholangiocarcinoma,PHASE_2
FGFR3,CHEMBL3686884,neoplasm,PHASE_2
FGFR3,CHEMBL3545376,multiple myeloma,PHASE_2
FGFR3,CHEMBL3545376,prostate carcinoma,PHASE_2
FGFR3,CHEMBL3545376,prostate cancer,PHASE_2
FGFR3,CHEMBL3545376,prostate adenocarcinoma,PHASE_2
FGFR3,CHEMBL3545376,metastatic prostate cancer,PHASE_2
FGFR3,CHEMBL3545376,bladder tumor,PHASE_2
FGFR3,CHEMBL3545376,urinary bladder cancer,PHASE_2
FGFR3,CHEMBL3545376,lymphoma,PHASE_2
FGFR3,CHEMBL4297522,urinary bladder carcinoma,PHASE_2
FGFR3,CHEMBL4297522,urogenital neoplasm,PHASE_2
FGFR3,CHEMBL4297522,myeloproliferative disorder,PHASE_2
FGFR3,CHEMBL4297522,colorectal carcinoma,PHASE_2
FGFR3,CHEMBL4297522,endometrial cancer,PHASE_2
FGFR3,CHEMBL4297522,non-small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL4297522,pancreatic carcinoma,PHASE_2
FGFR3,CHEMBL4297522,breast cancer,PHASE_2
FGFR3,CHEMBL4297522,gastric cancer,PHASE_2
FGFR3,CHEMBL4297522,dedifferentiated liposarcoma,PHASE_2
FGFR3,CHEMBL1852688,Paraganglioma,PHASE_2
FGFR3,CHEMBL1852688,glioblastoma multiforme,PHASE_2
FGFR3,CHEMBL1852688,head and neck squamous cell carcinoma,PHASE_2
FGFR3,CHEMBL1852688,oropharynx squamous cell carcinoma,PHASE_2
FGFR3,CHEMBL1852688,human papilloma virus infection,PHASE_2
FGFR3,CHEMBL1852688,osteomalacia,PHASE_2
FGFR3,CHEMBL502835,ovarian cancer,PHASE_2
FGFR3,CHEMBL502835,ovarian neoplasm,PHASE_2
FGFR3,CHEMBL502835,hepatocellular carcinoma,PHASE_2
FGFR3,CHEMBL502835,renal cell carcinoma,PHASE_2
FGFR3,CHEMBL502835,glioblastoma multiforme,PHASE_2
FGFR3,CHEMBL502835,small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL502835,fallopian tube cancer,PHASE_2
FGFR3,CHEMBL502835,breast cancer,PHASE_2
FGFR3,CHEMBL502835,peritoneum cancer,PHASE_2
FGFR3,CHEMBL502835,medullary thyroid gland carcinoma,PHASE_2
FGFR3,CHEMBL502835,cervical adenocarcinoma,PHASE_2
FGFR3,CHEMBL502835,prostate adenocarcinoma,PHASE_2
FGFR3,CHEMBL502835,gastric adenocarcinoma,PHASE_2
FGFR3,CHEMBL502835,urothelial carcinoma,PHASE_2
FGFR3,CHEMBL502835,neuroendocrine neoplasm,PHASE_2
FGFR3,CHEMBL502835,carcinoid tumor,PHASE_2
FGFR3,CHEMBL502835,salivary gland cancer,PHASE_2
FGFR3,CHEMBL502835,malignant pleural mesothelioma,PHASE_2
FGFR3,CHEMBL502835,acute myeloid leukemia,PHASE_2
FGFR3,CHEMBL502835,endometrial cancer,PHASE_2
FGFR3,CHEMBL502835,lymphangioleiomyomatosis,PHASE_2
FGFR3,CHEMBL502835,appendix cancer,PHASE_2
FGFR3,CHEMBL502835,bronchiolitis obliterans,PHASE_2
FGFR3,CHEMBL502835,hereditary hemorrhagic telangiectasia,PHASE_2
FGFR3,CHEMBL502835,Castleman disease,PHASE_2
FGFR3,CHEMBL477772,inflammatory breast carcinoma,PHASE_2
FGFR3,CHEMBL477772,Paraganglioma,PHASE_2
FGFR3,CHEMBL477772,macular degeneration,PHASE_2
FGFR3,CHEMBL477772,breast cancer,PHASE_2
FGFR3,CHEMBL477772,lymphedema,PHASE_2
FGFR3,CHEMBL477772,prostate cancer,PHASE_2
FGFR3,CHEMBL477772,dermatofibrosarcoma protuberans,PHASE_2
FGFR3,CHEMBL477772,neuroendocrine neoplasm,PHASE_2
FGFR3,CHEMBL477772,melanoma,PHASE_2
FGFR3,CHEMBL477772,gastric cancer,PHASE_2
FGFR3,CHEMBL477772,ovarian neoplasm,PHASE_2
FGFR3,CHEMBL477772,lung cancer,PHASE_2
FGFR3,CHEMBL477772,small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL477772,gastrointestinal stromal tumor,PHASE_2
FGFR3,CHEMBL477772,chondrosarcoma,PHASE_2
FGFR3,CHEMBL477772,acute myeloid leukemia,PHASE_2
FGFR3,CHEMBL477772,head and neck squamous cell carcinoma,PHASE_2
FGFR3,CHEMBL477772,leiomyosarcoma,PHASE_2
FGFR3,CHEMBL477772,liposarcoma,PHASE_2
FGFR3,CHEMBL477772,germ cell tumor,PHASE_2
FGFR3,CHEMBL477772,osteosarcoma,PHASE_2
FGFR3,CHEMBL477772,thyroid carcinoma,PHASE_2
FGFR3,CHEMBL477772,prostate adenocarcinoma,PHASE_2
FGFR3,CHEMBL477772,alveolar soft part sarcoma,PHASE_2
FGFR3,CHEMBL477772,hereditary hemorrhagic telangiectasia,PHASE_2
FGFR3,CHEMBL477772,angiosarcoma,PHASE_2
FGFR3,CHEMBL477772,cervical cancer,PHASE_2
FGFR3,CHEMBL477772,uterine leiomyosarcoma,PHASE_2
FGFR3,CHEMBL477772,salivary gland carcinoma,PHASE_2
FGFR3,CHEMBL1908391,Mastocytosis,PHASE_2
FGFR3,CHEMBL1908391,psoriasis,PHASE_2
FGFR3,CHEMBL1908391,COVID-19,PHASE_2
FGFR3,CHEMBL270995,renal cell carcinoma,PHASE_2
FGFR3,CHEMBL522892,endometrial cancer,PHASE_2
FGFR3,CHEMBL522892,triple-negative breast cancer,PHASE_2
FGFR3,CHEMBL522892,urogenital neoplasm,PHASE_2
FGFR3,CHEMBL522892,breast cancer,PHASE_2
FGFR3,CHEMBL522892,multiple myeloma,PHASE_2
FGFR3,CHEMBL522892,von Hippel-Lindau disease,PHASE_2
FGFR3,CHEMBL522892,adenoid cystic carcinoma,PHASE_2
FGFR3,CHEMBL522892,gastrointestinal stromal tumor,PHASE_2
FGFR3,CHEMBL522892,adrenal cortex carcinoma,PHASE_2
FGFR3,CHEMBL522892,adrenal gland pheochromocytoma,PHASE_2
FGFR3,CHEMBL522892,gastric cancer,PHASE_2
FGFR3,CHEMBL522892,urinary bladder cancer,PHASE_2
FGFR3,CHEMBL522892,prostate cancer,PHASE_2
FGFR3,CHEMBL522892,brain neoplasm,PHASE_2
FGFR3,CHEMBL522892,adult glioblastoma,PHASE_2
FGFR3,CHEMBL522892,gliosarcoma,PHASE_2
FGFR3,CHEMBL522892,malignant pleural mesothelioma,PHASE_2
FGFR3,CHEMBL522892,clear cell renal carcinoma,PHASE_2
FGFR3,CHEMBL522892,non-small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL522892,thyroid cancer,PHASE_2
FGFR3,CHEMBL4297187,cholangiocarcinoma,PHASE_2
FGFR3,CHEMBL4650297,mesothelioma,PHASE_2
FGFR3,CHEMBL52885,colorectal cancer,PHASE_2
FGFR3,CHEMBL52885,breast cancer,PHASE_2
FGFR3,CHEMBL52885,pancreatic carcinoma,PHASE_2
FGFR3,CHEMBL3963485,urinary bladder carcinoma,PHASE_2
FGFR3,CHEMBL3963485,non-small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL3963485,urinary bladder cancer,PHASE_2
FGFR3,CHEMBL3963485,cancer,PHASE_2
FGFR3,CHEMBL4297848,urinary bladder carcinoma,PHASE_2
FGFR3,CHEMBL482968,acute myeloid leukemia by FAB classification,PHASE_2
FGFR3,CHEMBL482968,triple-negative breast cancer,PHASE_2
FGFR3,CHEMBL482968,peritoneum cancer,PHASE_2
FGFR3,CHEMBL482968,ovarian cancer,PHASE_2
FGFR3,CHEMBL482968,Fallopian Tube Carcinoma,PHASE_2
FGFR3,CHEMBL482968,breast cancer,PHASE_2
FGFR3,CHEMBL482968,soft tissue sarcoma,PHASE_2
FGFR3,CHEMBL482968,clear cell adenocarcinoma,PHASE_2
FGFR3,CHEMBL482968,hepatocellular carcinoma,PHASE_2
FGFR3,CHEMBL5314391,ovarian cancer,PHASE_2
FGFR3,CHEMBL5314391,colorectal cancer,PHASE_2
FGFR3,CHEMBL5314391,renal cell carcinoma,PHASE_2
FGFR3,CHEMBL5314391,non-small cell lung carcinoma,PHASE_2
FGFR3,CHEMBL5314391,multiple myeloma,PHASE_2
FGFR3,CHEMBL5314391,acute myeloid leukemia,PHASE_2
FGFR3,CHEMBL3348846,breast cancer,PHASE_2
FGFR3,CHEMBL3348846,urothelial carcinoma,PHASE_2
FGFR3,CHEMBL3907479,neoplasm,PHASE_2
FGFR3,CHEMBL1201733,lung cancer,PHASE_2_3
FGFR3,CHEMBL477772,non-small cell lung carcinoma,PHASE_2_3
FGFR3,CHEMBL1908391,rheumatoid arthritis,PHASE_2_3
FGFR3,CHEMBL1908391,metastatic colorectal cancer,PHASE_2_3
FGFR3,CHEMBL522892,neoplasm,PHASE_2_3
FGFR3,CHEMBL4650297,cholangiocarcinoma,PHASE_2_3
FGFR3,CHEMBL1201733,clear cell renal carcinoma,PHASE_3
FGFR3,CHEMBL1201733,angiosarcoma,PHASE_3
FGFR3,CHEMBL1852688,achondroplasia,PHASE_3
FGFR3,CHEMBL502835,mesothelioma,PHASE_3
FGFR3,CHEMBL502835,colorectal neoplasm,PHASE_3
FGFR3,CHEMBL502835,COVID-19,PHASE_3
FGFR3,CHEMBL477772,renal cell carcinoma,PHASE_3
FGFR3,CHEMBL477772,sarcoma,PHASE_3
FGFR3,CHEMBL477772,ovarian cancer,PHASE_3
FGFR3,CHEMBL477772,cancer,PHASE_3
FGFR3,CHEMBL477772,soft tissue sarcoma,PHASE_3
FGFR3,CHEMBL1908391,amyotrophic lateral sclerosis,PHASE_3
FGFR3,CHEMBL1908391,gastrointestinal stromal tumor,PHASE_3
FGFR3,CHEMBL1908391,multiple sclerosis,PHASE_3
FGFR3,CHEMBL1908391,ovarian cancer,PHASE_3
FGFR3,CHEMBL1908391,Malignant Pancreatic Neoplasm,PHASE_3
FGFR3,CHEMBL1908391,pancreatic neoplasm,PHASE_3
FGFR3,CHEMBL1908391,pancreatic carcinoma,PHASE_3
FGFR3,CHEMBL1908391,systemic mastocytosis,PHASE_3
FGFR3,CHEMBL1908391,metastatic melanoma,PHASE_3
FGFR3,CHEMBL1908391,chronic progressive multiple sclerosis,PHASE_3
FGFR3,CHEMBL1908391,asthma,PHASE_3
FGFR3,CHEMBL1908391,multiple myeloma,PHASE_3
FGFR3,CHEMBL1908391,Alzheimer disease,PHASE_3
FGFR3,CHEMBL1908391,prostate cancer,PHASE_3
FGFR3,CHEMBL270995,hepatocellular carcinoma,PHASE_3
FGFR3,CHEMBL270995,colorectal cancer,PHASE_3
FGFR3,CHEMBL522892,renal cell carcinoma,PHASE_3
FGFR3,CHEMBL4297187,intrahepatic cholangiocarcinoma,PHASE_3
FGFR3,CHEMBL377300,breast cancer,PHASE_3
FGFR3,CHEMBL377300,liver cancer,PHASE_3
FGFR3,CHEMBL377300,hepatocellular carcinoma,PHASE_3
FGFR3,CHEMBL274654,hepatocellular carcinoma,PHASE_3
FGFR3,CHEMBL1834657,neoplasm,UNKNOWN
FGFR3,CHEMBL4297848,Transitional Cell Carcinoma,UNKNOWN
FGFR3,CHEMBL3348846,neoplasm,UNKNOWN
FGFR4,CHEMBL3039504,idiopathic pulmonary fibrosis,APPROVAL
FGFR4,CHEMBL3039504,systemic scleroderma,APPROVAL
FGFR4,CHEMBL3039504,interstitial lung disease,APPROVAL
FGFR4,CHEMBL3545376,cancer,APPROVAL
FGFR4,CHEMBL3545376,urothelial carcinoma,APPROVAL
FGFR4,CHEMBL3545376,urinary bladder carcinoma,APPROVAL
FGFR4,CHEMBL3545376,neoplasm,APPROVAL
FGFR4,CHEMBL3701238,cancer,APPROVAL
FGFR4,CHEMBL3701238,biliary tract cancer,APPROVAL
FGFR4,CHEMBL3701238,intrahepatic cholangiocarcinoma,APPROVAL
FGFR4,CHEMBL3701238,cholangiocarcinoma,APPROVAL
FGFR4,CHEMBL3701238,neoplasm,APPROVAL
FGFR4,CHEMBL1852688,cholangiocarcinoma,APPROVAL
FGFR4,CHEMBL1852688,neoplasm,APPROVAL
FGFR4,CHEMBL502835,idiopathic pulmonary fibrosis,APPROVAL
FGFR4,CHEMBL502835,colorectal cancer,APPROVAL
FGFR4,CHEMBL502835,non-small cell lung carcinoma,APPROVAL
FGFR4,CHEMBL502835,interstitial lung disease,APPROVAL
FGFR4,CHEMBL502835,pulmonary fibrosis,APPROVAL
FGFR4,CHEMBL502835,systemic scleroderma,APPROVAL
FGFR4,CHEMBL502835,neoplasm,APPROVAL
FGFR4,CHEMBL1834657,cholangiocarcinoma,APPROVAL
FGFR4,CHEMBL3545376,breast cancer,PHASE_1
FGFR4,CHEMBL3545376,liver disease,PHASE_1
FGFR4,CHEMBL1852688,urinary bladder cancer,PHASE_1
FGFR4,CHEMBL502835,multiple myeloma,PHASE_1
FGFR4,CHEMBL502835,Hepatic failure,PHASE_1
FGFR4,CHEMBL502835,drug interaction,PHASE_1
FGFR4,CHEMBL270995,neoplasm,PHASE_1
FGFR4,CHEMBL270995,cancer,PHASE_1
FGFR4,CHEMBL377300,colorectal cancer,PHASE_1
FGFR4,CHEMBL377300,neoplasm,PHASE_1
FGFR4,CHEMBL377300,metastasis,PHASE_1
FGFR4,CHEMBL274654,gastric cancer,PHASE_1
FGFR4,CHEMBL274654,lung cancer,PHASE_1
FGFR4,CHEMBL274654,kidney cancer,PHASE_1
FGFR4,CHEMBL274654,pancreatic carcinoma,PHASE_1
FGFR4,CHEMBL274654,breast cancer,PHASE_1
FGFR4,CHEMBL274654,colorectal cancer,PHASE_1
FGFR4,CHEMBL274654,prostate cancer,PHASE_1
FGFR4,CHEMBL274654,multiple myeloma,PHASE_1
FGFR4,CHEMBL274654,neoplasm,PHASE_1
FGFR4,CHEMBL4298055,kidney disease,PHASE_1
FGFR4,CHEMBL4298055,liver disease,PHASE_1
FGFR4,CHEMBL52885,neoplasm,PHASE_1
FGFR4,CHEMBL52885,cancer,PHASE_1
FGFR4,CHEMBL3963485,neoplasm,PHASE_1
FGFR4,CHEMBL3963485,breast cancer,PHASE_1
FGFR4,CHEMBL5314391,cancer,PHASE_1
FGFR4,CHEMBL3348846,cancer,PHASE_1
FGFR4,CHEMBL3545376,hepatocellular carcinoma,PHASE_1_2
FGFR4,CHEMBL3701238,multiple myeloma,PHASE_1_2
FGFR4,CHEMBL1852688,gastrointestinal stromal tumor,PHASE_1_2
FGFR4,CHEMBL1852688,renal pelvis/ureter urothelial carcinoma,PHASE_1_2
FGFR4,CHEMBL502835,pancreatic carcinoma,PHASE_1_2
FGFR4,CHEMBL502835,lung adenocarcinoma,PHASE_1_2
FGFR4,CHEMBL4297187,neoplasm,PHASE_1_2
FGFR4,CHEMBL4298055,Constipation,PHASE_1_2
FGFR4,CHEMBL3348846,Paraganglioma,PHASE_1_2
FGFR4,CHEMBL3908979,hepatocellular carcinoma,PHASE_1_2
FGFR4,CHEMBL3545376,multiple myeloma,PHASE_2
FGFR4,CHEMBL3545376,prostate carcinoma,PHASE_2
FGFR4,CHEMBL3545376,prostate cancer,PHASE_2
FGFR4,CHEMBL3545376,prostate adenocarcinoma,PHASE_2
FGFR4,CHEMBL3545376,metastatic prostate cancer,PHASE_2
FGFR4,CHEMBL3545376,bladder tumor,PHASE_2
FGFR4,CHEMBL3545376,urinary bladder cancer,PHASE_2
FGFR4,CHEMBL3545376,lymphoma,PHASE_2
FGFR4,CHEMBL1852688,Paraganglioma,PHASE_2
FGFR4,CHEMBL1852688,glioblastoma multiforme,PHASE_2
FGFR4,CHEMBL1852688,head and neck squamous cell carcinoma,PHASE_2
FGFR4,CHEMBL1852688,oropharynx squamous cell carcinoma,PHASE_2
FGFR4,CHEMBL1852688,human papilloma virus infection,PHASE_2
FGFR4,CHEMBL1852688,osteomalacia,PHASE_2
FGFR4,CHEMBL502835,ovarian cancer,PHASE_2
FGFR4,CHEMBL502835,ovarian neoplasm,PHASE_2
FGFR4,CHEMBL502835,hepatocellular carcinoma,PHASE_2
FGFR4,CHEMBL502835,renal cell carcinoma,PHASE_2
FGFR4,CHEMBL502835,glioblastoma multiforme,PHASE_2
FGFR4,CHEMBL502835,small cell lung carcinoma,PHASE_2
FGFR4,CHEMBL502835,fallopian tube cancer,PHASE_2
FGFR4,CHEMBL502835,breast cancer,PHASE_2
FGFR4,CHEMBL502835,peritoneum cancer,PHASE_2
FGFR4,CHEMBL502835,medullary thyroid gland carcinoma,PHASE_2
FGFR4,CHEMBL502835,cervical adenocarcinoma,PHASE_2
FGFR4,CHEMBL502835,prostate adenocarcinoma,PHASE_2
FGFR4,CHEMBL502835,gastric adenocarcinoma,PHASE_2
FGFR4,CHEMBL502835,urothelial carcinoma,PHASE_2
FGFR4,CHEMBL502835,neuroendocrine neoplasm,PHASE_2
FGFR4,CHEMBL502835,carcinoid tumor,PHASE_2
FGFR4,CHEMBL502835,salivary gland cancer,PHASE_2
FGFR4,CHEMBL502835,malignant pleural mesothelioma,PHASE_2
FGFR4,CHEMBL502835,acute myeloid leukemia,PHASE_2
FGFR4,CHEMBL502835,endometrial cancer,PHASE_2
FGFR4,CHEMBL502835,lymphangioleiomyomatosis,PHASE_2
FGFR4,CHEMBL502835,appendix cancer,PHASE_2
FGFR4,CHEMBL502835,bronchiolitis obliterans,PHASE_2
FGFR4,CHEMBL502835,hereditary hemorrhagic telangiectasia,PHASE_2
FGFR4,CHEMBL502835,Castleman disease,PHASE_2
FGFR4,CHEMBL270995,renal cell carcinoma,PHASE_2
FGFR4,CHEMBL4297187,cholangiocarcinoma,PHASE_2
FGFR4,CHEMBL4298055,primary biliary cirrhosis,PHASE_2
FGFR4,CHEMBL4298055,type 2 diabetes mellitus,PHASE_2
FGFR4,CHEMBL4298055,non-alcoholic steatohepatitis,PHASE_2
FGFR4,CHEMBL4298055,diabetes mellitus,PHASE_2
FGFR4,CHEMBL52885,colorectal cancer,PHASE_2
FGFR4,CHEMBL52885,breast cancer,PHASE_2
FGFR4,CHEMBL52885,pancreatic carcinoma,PHASE_2
FGFR4,CHEMBL3963485,urinary bladder carcinoma,PHASE_2
FGFR4,CHEMBL3963485,non-small cell lung carcinoma,PHASE_2
FGFR4,CHEMBL3963485,urinary bladder cancer,PHASE_2
FGFR4,CHEMBL3963485,cancer,PHASE_2
FGFR4,CHEMBL5314391,ovarian cancer,PHASE_2
FGFR4,CHEMBL5314391,colorectal cancer,PHASE_2
FGFR4,CHEMBL5314391,renal cell carcinoma,PHASE_2
FGFR4,CHEMBL5314391,non-small cell lung carcinoma,PHASE_2
FGFR4,CHEMBL5314391,multiple myeloma,PHASE_2
FGFR4,CHEMBL5314391,acute myeloid leukemia,PHASE_2
FGFR4,CHEMBL3348846,breast cancer,PHASE_2
FGFR4,CHEMBL3348846,urothelial carcinoma,PHASE_2
FGFR4,CHEMBL4298055,sclerosing cholangitis,PHASE_2_3
FGFR4,CHEMBL1852688,achondroplasia,PHASE_3
FGFR4,CHEMBL502835,mesothelioma,PHASE_3
FGFR4,CHEMBL502835,colorectal neoplasm,PHASE_3
FGFR4,CHEMBL502835,COVID-19,PHASE_3
FGFR4,CHEMBL270995,hepatocellular carcinoma,PHASE_3
FGFR4,CHEMBL270995,colorectal cancer,PHASE_3
FGFR4,CHEMBL4297187,intrahepatic cholangiocarcinoma,PHASE_3
FGFR4,CHEMBL377300,breast cancer,PHASE_3
FGFR4,CHEMBL377300,liver cancer,PHASE_3
FGFR4,CHEMBL377300,hepatocellular carcinoma,PHASE_3
FGFR4,CHEMBL274654,hepatocellular carcinoma,PHASE_3
FGFR4,CHEMBL1834657,neoplasm,UNKNOWN
FGFR4,CHEMBL4298055,non-alcoholic fatty liver disease,UNKNOWN
FGFR4,CHEMBL3348846,neoplasm,UNKNOWN
FGG,CHEMBL1201505,Recurrent thrombophlebitis,APPROVAL
FGG,CHEMBL1201505,wound healing,APPROVAL
FGG,CHEMBL2108481,Recurrent thrombophlebitis,APPROVAL
FGG,CHEMBL2109072,hemorrhage,APPROVAL
FGG,CHEMBL2109072,deep vein thrombosis,APPROVAL
FGG,CHEMBL2109072,pulmonary embolism,APPROVAL
FGG,CHEMBL1201505,Ischemic stroke,PHASE_1_2
FGG,CHEMBL1201505,peripheral arterial disease,PHASE_2
FGG,CHEMBL1201505,arterial occlusion,PHASE_2
FGG,CHEMBL2109072,congenital afibrinogenemia,PHASE_2
FGG,CHEMBL2109072,Abnormality of blood and blood-forming tissues,PHASE_2
FGG,CHEMBL2109072,gastrointestinal disease,PHASE_2
FGG,CHEMBL2109072,Aortic dissection,PHASE_2
FGG,CHEMBL2109072,congenital heart disease,PHASE_2
FGG,CHEMBL2108893,Venous thrombosis,PHASE_2
FGG,CHEMBL2108893,Ischemic stroke,PHASE_2
FGG,CHEMBL2109072,postpartum hemorrhage,PHASE_2_3
FGG,CHEMBL2108131,congenital plasminogen activator inhibitor type 1 deficiency,PHASE_2_3
FGG,CHEMBL2108131,hypoplasminogenemia,PHASE_2_3
FGG,CHEMBL2108131,Alzheimer disease,PHASE_2_3
FGG,CHEMBL2109072,liver disease,PHASE_3
FGG,CHEMBL2109072,heart disease,PHASE_3
FGG,CHEMBL2109072,injury,PHASE_3
FGG,CHEMBL2109072,blood coagulation disease,PHASE_3
FGG,CHEMBL2108893,peripheral vascular disease,PHASE_3
FGG,CHEMBL2108893,arterial occlusive disease,PHASE_3
FGG,CHEMBL2108131,stroke,PHASE_3
FGR,CHEMBL1421,acute lymphoblastic leukemia,APPROVAL
FGR,CHEMBL1421,chronic myelogenous leukemia,APPROVAL
FGR,CHEMBL1421,lymphoid leukemia,APPROVAL
FGR,CHEMBL1421,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",APPROVAL
FGR,CHEMBL1421,neoplasm,APPROVAL
FGR,CHEMBL1421,endometrial cancer,EARLY_PHASE_1
FGR,CHEMBL1421,gliosarcoma,PHASE_1
FGR,CHEMBL1421,malignant pleural mesothelioma,PHASE_1
FGR,CHEMBL1421,diffuse intrinsic pontine glioma,PHASE_1
FGR,CHEMBL1421,brain neoplasm,PHASE_1
FGR,CHEMBL1421,idiopathic pulmonary fibrosis,PHASE_1
FGR,CHEMBL1421,Waldenstrom macroglobulinemia,PHASE_1
FGR,CHEMBL52885,neoplasm,PHASE_1
FGR,CHEMBL52885,cancer,PHASE_1
FGR,CHEMBL1980297,neoplasm,PHASE_1
FGR,CHEMBL3545085,childhood leukemia,PHASE_1
FGR,CHEMBL3545085,acute lymphoblastic leukemia,PHASE_1
FGR,CHEMBL3545085,chronic myelogenous leukemia,PHASE_1
FGR,CHEMBL3545085,cancer,PHASE_1
FGR,CHEMBL3545085,lymphoma,PHASE_1
FGR,CHEMBL1421,non-Hodgkins lymphoma,PHASE_1_2
FGR,CHEMBL1421,scleroderma,PHASE_1_2
FGR,CHEMBL1421,rhabdomyosarcoma,PHASE_1_2
FGR,CHEMBL1421,breast carcinoma,PHASE_1_2
FGR,CHEMBL1421,prostate cancer,PHASE_2
FGR,CHEMBL1421,multiple myeloma,PHASE_2
FGR,CHEMBL1421,melanoma,PHASE_2
FGR,CHEMBL1421,chronic lymphocytic leukemia,PHASE_2
FGR,CHEMBL1421,non-small cell lung carcinoma,PHASE_2
FGR,CHEMBL1421,small cell lung carcinoma,PHASE_2
FGR,CHEMBL1421,rectum cancer,PHASE_2
FGR,CHEMBL1421,malignant colon neoplasm,PHASE_2
FGR,CHEMBL1421,mesothelioma,PHASE_2
FGR,CHEMBL1421,polycythemia vera,PHASE_2
FGR,CHEMBL1421,pancreatic carcinoma,PHASE_2
FGR,CHEMBL1421,breast cancer,PHASE_2
FGR,CHEMBL1421,gastrointestinal stromal tumor,PHASE_2
FGR,CHEMBL1421,lung cancer,PHASE_2
FGR,CHEMBL1421,cutaneous melanoma,PHASE_2
FGR,CHEMBL1421,glioblastoma multiforme,PHASE_2
FGR,CHEMBL1421,diffuse large B-cell lymphoma,PHASE_2
FGR,CHEMBL1421,systemic mastocytosis,PHASE_2
FGR,CHEMBL1421,head and neck squamous cell carcinoma,PHASE_2
FGR,CHEMBL1421,squamous cell lung carcinoma,PHASE_2
FGR,CHEMBL1421,metastatic melanoma,PHASE_2
FGR,CHEMBL1421,cancer,PHASE_2
FGR,CHEMBL1421,cholangiocarcinoma,PHASE_2
FGR,CHEMBL1421,breast neoplasm,PHASE_2
FGR,CHEMBL1421,chronic kidney disease,PHASE_2
FGR,CHEMBL1421,Paraganglioma,PHASE_2
FGR,CHEMBL1421,malignant glioma,PHASE_2
FGR,CHEMBL1421,Alzheimer disease,PHASE_2
FGR,CHEMBL1421,COVID-19,PHASE_2
FGR,CHEMBL1421,metastatic prostate cancer,PHASE_2
FGR,CHEMBL1421,aging,PHASE_2
FGR,CHEMBL1421,HIV-1 infection,PHASE_2
FGR,CHEMBL1421,HIV infection,PHASE_2
FGR,CHEMBL52885,colorectal cancer,PHASE_2
FGR,CHEMBL52885,breast cancer,PHASE_2
FGR,CHEMBL52885,pancreatic carcinoma,PHASE_2
FGR,CHEMBL1980297,cancer,PHASE_2
FGR,CHEMBL403989,macular degeneration,PHASE_2
FGR,CHEMBL403989,choroidal neovascularization,PHASE_2
FGR,CHEMBL1421,obesity,PHASE_2_3
FGR,CHEMBL1421,leukemia,PHASE_3
FGR,CHEMBL1421,prostate adenocarcinoma,PHASE_3
FGR,CHEMBL1421,acute myeloid leukemia,PHASE_3
FKBP1A,CHEMBL413,blue rubber bleb nevus,APPROVAL
